Date_ymd, Time_Absolute_hms, Time_Relative_hms, Time_Relative_s, Time_Lag_s, Duration_s, Observation_Name, Log_File_Name, Actor, Behavior, Receiver, Modifier_1, Modifier_2, Modifier_3, Modifier_4, Modifier_5, Modifier_6, Other_Modifiers, Event_Type, Observer_ID, Coding_Scheme
2020-11-30, 12:53:13, 00:00:00, 0.000, 15.537, 17.354, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_125313.csv", "1", "Patient",, "1-5 seconds",,,,,,, State start, 1234, HCWtest
2020-11-30, 12:53:30, 00:00:17, 17.354, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_125313.csv", "1", "Patient",, "1-5 seconds",,,,,,, State stop, 1234, HCWtest
2020-11-30, 12:53:30, 00:00:17, 17.354, 46.652, 48.445, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_125313.csv", "1", "Patient",, "Over 30 seconds",,,,,,, State start, 1234, HCWtest
2020-11-30, 12:54:19, 00:01:05, 65.799, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_125313.csv", "1", "Patient",, "Over 30 seconds",,,,,,, State stop, 1234, HCWtest
2020-11-30, 12:54:19, 00:01:05, 65.799, 22.260, 132.171, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_125313.csv", "1", "Notes",, "10-30 seconds ",,,,,,, State start, 1234, HCWtest
2020-11-30, 12:56:31, 00:03:17, 197.970, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_125313.csv", "1", "Notes",, "10-30 seconds ",,,,,,, State stop, 1234, HCWtest
2020-11-30, 12:56:31, 00:03:17, 197.970, 10.587, 12.147, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_125313.csv", "1", "Patient",, "10-30 seconds ",,,,,,, State start, 1234, HCWtest
2020-11-30, 12:56:43, 00:03:30, 210.116, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_125313.csv", "1", "Patient",, "10-30 seconds ",,,,,,, State stop, 1234, HCWtest
2020-11-30, 12:56:43, 00:03:30, 210.116, 23.316, 24.127, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_125313.csv", "1", "Patient",, "1-5 seconds",,,,,,, State start, 1234, HCWtest
2020-11-30, 12:57:07, 00:03:54, 234.243, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_125313.csv", "1", "Patient",, "1-5 seconds",,,,,,, State stop, 1234, HCWtest
2020-11-30, 12:57:07, 00:03:54, 234.243, 23.793, 32.458, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_125313.csv", "1", "Patient",, "10-30 seconds ",,,,,,, State start, 1234, HCWtest
2020-11-30, 12:57:40, 00:04:26, 266.701, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_125313.csv", "1", "Patient",, "10-30 seconds ",,,,,,, State stop, 1234, HCWtest
2020-11-30, 12:57:40, 00:04:26, 266.701, 9.029, 9.806, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_125313.csv", "1", "Patient",, "1-5 seconds",,,,,,, State start, 1234, HCWtest
2020-11-30, 12:57:50, 00:04:36, 276.506, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201130_125313.csv", "1", "Patient",, "1-5 seconds",,,,,,, State stop, 1234, HCWtest
