Date_ymd, Time_Absolute_hms, Time_Relative_hms, Time_Relative_s, Time_Lag_s, Duration_s, Observation_Name, Log_File_Name, Actor, Behavior, Receiver, Modifier_1, Modifier_2, Modifier_3, Modifier_4, Modifier_5, Modifier_6, Other_Modifiers, Event_Type, Observer_ID, Coding_Scheme
2020-12-07, 13:40:29, 00:00:00, 0.000, 30.665, 31.906, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_134029.csv", "1", "Notes",, "10-30 seconds ",,,,,,, State start, 1234, HCWtest
2020-12-07, 13:41:01, 00:00:31, 31.907, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_134029.csv", "1", "Notes",, "10-30 seconds ",,,,,,, State stop, 1234, HCWtest
2020-12-07, 13:41:01, 00:00:31, 31.907, 7.355, 8.255, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_134029.csv", "1", "Window",, "10-30 seconds ",,,,,,, State start, 1234, HCWtest
2020-12-07, 13:41:10, 00:00:40, 40.162, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_134029.csv", "1", "Window",, "10-30 seconds ",,,,,,, State stop, 1234, HCWtest
2020-12-07, 13:41:10, 00:00:40, 40.162, 6.331, 8.022, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_134029.csv", "1", "Patient",, "1-5 seconds",,,,,,, State start, 1234, HCWtest
2020-12-07, 13:41:18, 00:00:48, 48.184, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_134029.csv", "1", "Patient",, "1-5 seconds",,,,,,, State stop, 1234, HCWtest
2020-12-07, 13:41:18, 00:00:48, 48.184, 42.926, 44.153, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_134029.csv", "1", "Window",,,,,,,,, State start, 1234, HCWtest
2020-12-07, 13:42:02, 00:01:32, 92.337, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_134029.csv", "1", "Window",,,,,,,,, State stop, 1234, HCWtest
2020-12-07, 13:42:02, 00:01:32, 92.337, 2.556, 4.623, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_134029.csv", "1", "Bed",,,,,,,,, State start, 1234, HCWtest
2020-12-07, 13:42:06, 00:01:36, 96.960, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_134029.csv", "1", "Bed",,,,,,,,, State stop, 1234, HCWtest
2020-12-07, 13:42:06, 00:01:36, 96.960, 11.745, 14.814, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_134029.csv", "1", "Patient",, "Over 30 seconds",,,,,,, State start, 1234, HCWtest
2020-12-07, 13:42:21, 00:01:51, 111.774, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_134029.csv", "1", "Patient",, "Over 30 seconds",,,,,,, State stop, 1234, HCWtest
