Date_ymd, Time_Absolute_hms, Time_Relative_hms, Time_Relative_s, Time_Lag_s, Duration_s, Observation_Name, Log_File_Name, Actor, Behavior, Receiver, Modifier_1, Modifier_2, Modifier_3, Modifier_4, Modifier_5, Modifier_6, Other_Modifiers, Event_Type, Observer_ID, Coding_Scheme
2020-12-15, 14:35:34, 00:00:00, 0.000, 19.985, 22.168, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201215_143534.csv", "4", "Handrail",, "Over 30 seconds",,,,,,, State start, 1234, HCWtest
2020-12-15, 14:35:56, 00:00:22, 22.168, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201215_143534.csv", "4", "Handrail",, "Over 30 seconds",,,,,,, State stop, 1234, HCWtest
2020-12-15, 14:35:56, 00:00:22, 22.168, 2.823, 8.130, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201215_143534.csv", "4", "Door",, "1-5 seconds",,,,,,, State start, 1234, HCWtest
2020-12-15, 14:36:04, 00:00:30, 30.298, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201215_143534.csv", "4", "Door",, "1-5 seconds",,,,,,, State stop, 1234, HCWtest
2020-12-15, 14:36:04, 00:00:30, 30.298, 8.896, 10.239, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201215_143534.csv", "4", "Bed",, "1-5 seconds",,,,,,, State start, 1234, HCWtest
2020-12-15, 14:36:14, 00:00:40, 40.537, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201215_143534.csv", "4", "Bed",, "1-5 seconds",,,,,,, State stop, 1234, HCWtest
2020-12-15, 14:36:14, 00:00:40, 40.537, 38.770, 46.337, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201215_143534.csv", "4", "Patient",, "10-30 seconds ",,,,,,, State start, 1234, HCWtest
2020-12-15, 14:36:55, 00:01:21, 81.107, 3.930, 5.767, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201215_143534.csv", "1", "Door",, "1-5 seconds",,,,,,, State start, 1234, HCWtest
2020-12-15, 14:37:01, 00:01:26, 86.873, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201215_143534.csv", "4", "Patient",, "10-30 seconds ",,,,,,, State stop, 1234, HCWtest
2020-12-15, 14:37:01, 00:01:26, 86.873, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201215_143534.csv", "1", "Door",, "1-5 seconds",,,,,,, State stop, 1234, HCWtest
