Date_ymd, Time_Absolute_hms, Time_Relative_hms, Time_Relative_s, Time_Lag_s, Duration_s, Observation_Name, Log_File_Name, Actor, Behavior, Receiver, Modifier_1, Modifier_2, Modifier_3, Modifier_4, Modifier_5, Modifier_6, Other_Modifiers, Event_Type, Observer_ID, Coding_Scheme
2020-12-07, 10:03:52, 00:00:00, 0.000, 51.049, 51.933, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_100352.csv", "1", "Patient",, "10-30 seconds ",,,,,,, State start, 1234, HCWtest
2020-12-07, 10:04:44, 00:00:51, 51.933, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_100352.csv", "1", "Patient",, "10-30 seconds ",,,,,,, State stop, 1234, HCWtest
2020-12-07, 10:04:44, 00:00:51, 51.933, 5.297, 192.244, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_100352.csv", "1", "Sink",, "Over 30 seconds",,,,,,, State start, 1234, HCWtest
2020-12-07, 10:07:56, 00:04:04, 244.178, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_100352.csv", "1", "Sink",, "Over 30 seconds",,,,,,, State stop, 1234, HCWtest
2020-12-07, 10:07:56, 00:04:04, 244.178, 48.093, 65.346, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_100352.csv", "1", "Bed",, "Over 30 seconds",,,,,,, State start, 1234, HCWtest
2020-12-07, 10:09:01, 00:05:09, 309.523, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_100352.csv", "1", "Bed",, "Over 30 seconds",,,,,,, State stop, 1234, HCWtest
2020-12-07, 10:09:01, 00:05:09, 309.523, 19.701, 229.039, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_100352.csv", "1", "Sink",, "Over 30 seconds",,,,,,, State start, 1234, HCWtest
2020-12-07, 10:12:50, 00:08:58, 538.563, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_100352.csv", "1", "Sink",, "Over 30 seconds",,,,,,, State stop, 1234, HCWtest
2020-12-07, 10:12:50, 00:08:58, 538.563, 9.181, 222.184, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_100352.csv", "1", "Bed",, "Over 30 seconds",,,,,,, State start, 1234, HCWtest
2020-12-07, 10:16:32, 00:12:40, 760.747, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_100352.csv", "1", "Bed",, "Over 30 seconds",,,,,,, State stop, 1234, HCWtest
2020-12-07, 10:16:32, 00:12:40, 760.747, 7.104, 46.193, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_100352.csv", "1", "Notes",, "Over 30 seconds",,,,,,, State start, 1234, HCWtest
2020-12-07, 10:17:19, 00:13:26, 806.940, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_100352.csv", "1", "Notes",, "Over 30 seconds",,,,,,, State stop, 1234, HCWtest
2020-12-07, 10:17:19, 00:13:26, 806.940, 4.747, 34.597, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_100352.csv", "1", "Patient",, "1-5 seconds",,,,,,, State start, 1234, HCWtest
2020-12-07, 10:17:53, 00:14:01, 841.537, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_100352.csv", "1", "Patient",, "1-5 seconds",,,,,,, State stop, 1234, HCWtest
2020-12-07, 10:17:53, 00:14:01, 841.537, 30.856, 32.792, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_100352.csv", "1", "Sink",, "Over 30 seconds",,,,,,, State start, 1234, HCWtest
2020-12-07, 10:18:26, 00:14:34, 874.329, -0.000, -0.000, "FocalBehavr_Near field _Far field ", "LogFocalBehaviour_Near field _Far field  20201207_100352.csv", "1", "Sink",, "Over 30 seconds",,,,,,, State stop, 1234, HCWtest
